family,sequence,version,file,status,lines,key_path_count,added_path_count,removed_path_count,added_top_level,removed_top_level,added_paths,removed_paths,sha256
MAPLE-SETTINGS,15,1.5.0,MAPLE-SETTINGS-Working-Draft-1.5-Moss.yaml,working-draft,1321,814,30,14,moss_management,canopy_recall_leaves,moss_management | moss_management.automatic_global_preference_promotion | moss_management.cookie_like | moss_management.enabled | moss_management.growth_controls | moss_management.growth_controls.may_reject_new_growth | moss_management.growth_controls.rejecting_growth_removes_existing_moss | moss_management.growth_controls.rejection_scopes | moss_management.growth_controls.rejection_scopes[] | moss_management.is_leaf_foliage | moss_management.must_not_store | moss_management.must_not_store[] | moss_management.oil | moss_management.oil.cedar_review_supported | moss_management.oil.maple_local_review_when_cedar_absent | moss_management.oil.maple_review_must_not_be_labeled_cedar_oil | moss_management.scraping | moss_management.scraping.default_scope_when_unspecified | moss_management.scraping.enabled | moss_management.scraping.plain_language_alias | moss_management.solid_material | moss_management.supports | moss_management.supports[] | moss_management.tar | moss_management.tar.automatically_molasses | moss_management.tar.cross_forest_sync | moss_management.tar.local_forest_only | moss_management.tar.tar_sap_grade | moss_management.types | moss_management.types[],canopy_recall_leaves | canopy_recall_leaves.analogy | canopy_recall_leaves.clearable | canopy_recall_leaves.default_leaf_state | canopy_recall_leaves.enabled | canopy_recall_leaves.expiring | canopy_recall_leaves.may_be_normal_for_user-approved-reusable-link | canopy_recall_leaves.may_be_sturdy_automatically | canopy_recall_leaves.may_store | canopy_recall_leaves.may_store[] | canopy_recall_leaves.minimal_only | canopy_recall_leaves.must_not_store | canopy_recall_leaves.must_not_store[] | canopy_recall_leaves.revocable,bf58b4dc0fe866c46c3407943ba0ee7eae3b54b54ecf81fe619bca78fa17d4d8
MAPLE-SETTINGS,16,1.6.0,MAPLE-SETTINGS-Working-Draft-1.6-Sap-Taps.yaml,working-draft,1349,821,7,0,sap_taps_interaction,,sap_taps_interaction | sap_taps_interaction.may | sap_taps_interaction.may[] | sap_taps_interaction.must_not | sap_taps_interaction.must_not[] | sap_taps_interaction.role | sap_taps_interaction.role[],,e1ba02bd5a56c203d53c51018a3fe2b1134c9c8d3ebd6083e7cd482bcb6f32df
MAPLE-SETTINGS,17,1.7.0,MAPLE-SETTINGS-Working-Draft-1.7-Potted-Mode.yaml,working-draft,1362,834,13,0,forest_fire_interaction | potted_mode,,forest_fire_interaction | forest_fire_interaction.may_bypass_spirit_or_cedar | forest_fire_interaction.may_inspect_fireproof_recovery_set_after_authorization | forest_fire_interaction.may_prepare_recovery_export_after_authorization | forest_fire_interaction.may_supply_user_confirmations | potted_mode | potted_mode.enabled | potted_mode.handoff_and_shutdown_when_forest_maple_starts | potted_mode.may_execute_forest_fire | potted_mode.may_prepare_recovery_files | potted_mode.ordinary_canopy_or_mycelium | potted_mode.standalone_local_technical_and_automation_assistant | potted_mode.uses_maple_local_safeguards,,87e7ea94f1d418b5086743b23b2d050d83be912e7409f2cee7c77242eb120156
MAPLE-SYRUP-BUCKET,1,0.1.0,MAPLE-SYRUP-BUCKET-Working-Draft-0.1.yaml,working-draft,78,61,61,0,bucket | canonical_path | item_schema | never_reabsorb | owner_tree | pdc_id | reabsorption | removal | status | user_visible | uuid | version,,bucket | bucket.allowed_states | bucket.allowed_states[] | canonical_path | item_schema | item_schema.compatible_roots_branches_and_twigs | item_schema.compatible_roots_branches_and_twigs[] | item_schema.created_at | item_schema.current_generation | item_schema.eligible_for_automatic_feeding | item_schema.expires_at | item_schema.holding_reason | item_schema.intended_targets | item_schema.intended_targets[] | item_schema.may_act_as_fertilizer | item_schema.permissions_needed | item_schema.permissions_needed[] | item_schema.permissions_present | item_schema.permissions_present[] | item_schema.potential_result | item_schema.protection_level | item_schema.review_at | item_schema.revived_from_leaf_litter | item_schema.safe_provenance_references | item_schema.safe_provenance_references[] | item_schema.safe_title | item_schema.source_categories | item_schema.source_categories[] | item_schema.state | item_schema.syrup_item_id | item_schema.updated_at | never_reabsorb | never_reabsorb.marks | never_reabsorb.marks.maple_ignore | never_reabsorb.marks.never_reabsorb | never_reabsorb.only_user_may_remove | never_reabsorb.overrides_all_revival_reviews | owner_tree | pdc_id | reabsorption | reabsorption.allowed_frequencies | reabsorption.allowed_frequencies[] | reabsorption.automatic_activation_execution_feeding_sharing_or_modification | reabsorption.enabled | reabsorption.ignore_override_frequency | reabsorption.revival_returns_candidate_to_bucket_only | reabsorption.toggle_name | removal | removal.exclude_from | removal.exclude_from[] | removal.leaf_litter_marks | removal.leaf_litter_marks.discarded_at | removal.leaf_litter_marks.discarded_by | removal.leaf_litter_marks.discarded_from | removal.leaf_litter_marks.maple_ignore | removal.move_bucket_entry_and_maple_working_material_to_leaf_litter | removal.move_or_delete_original_source | status | user_visible | uuid | version,,db9ccb2e00efa22405a8611baf88d821258176f8bd2a15578a28759f5daf25ff
SPIRIT-FOREST-TREE-COMMAND-LIST,1,0.1.0,SPIRIT-FOREST-TREE-COMMAND-LIST-Working-Draft-0.1.yaml,working-draft,725,14,14,0,canonical_path | command_count | generated_from | generation_rule | groups | pdc_id | status | uuid | version,,canonical_path | command_count | generated_from | generation_rule | groups | groups[] | groups[].command_group | groups[].commands | groups[].commands[] | groups[].source_section | pdc_id | status | uuid | version,,466247c19410b4e063d78cff2654aac822fd08b0053219681b2ad67ac327bf9b
SPIRIT-FOREST-TREE-COMMAND-LIST,2,0.2.0,SPIRIT-FOREST-TREE-COMMAND-LIST-Working-Draft-0.2.yaml,working-draft,829,16,2,0,includes,,includes | includes[],,8fcc476b673c86b2a41a6ffe0848bf93273bd615e7f929b826a3b370698785a8
SPIRIT-FOREST-TREE-COMMAND-LIST,3,0.3.0,SPIRIT-FOREST-TREE-COMMAND-LIST-Working-Draft-0.3.yaml,working-draft,902,16,0,0,,,,,e125766cbc6c048fa2bb18831938db578b26e58059888a667eed763dcca35950
SPIRIT-FOREST-TREE-COMMAND-LIST,4,0.4.0,SPIRIT-FOREST-TREE-COMMAND-LIST-Working-Draft-0.4.yaml,working-draft,951,16,0,0,,,,,8e5c025d66f0d2db01448994c695f6cb8070b97bd9e9f49b2fa86e9433bcb488
SPIRIT-FOREST-TREE-COMMAND-LIST,5,0.5.0,SPIRIT-FOREST-TREE-COMMAND-LIST-Working-Draft-0.5.yaml,working-draft,983,16,0,0,,,,,cda7e5c097c8017eeb055c8c2027aa41f65fa2d162d1d73bb22d9d7a0dc34071
SPIRIT-GOVERNANCE-COPIES,1,0.1.0,SPIRIT-GOVERNANCE-COPIES-Working-Draft-0.1.yaml,working-draft,26,23,23,0,canonical_path | constitution_copy | pdc_id | principles_copy | status | uuid | version,,canonical_path | constitution_copy | constitution_copy.canonical_source_path | constitution_copy.copy_status | constitution_copy.exact_copy_required | constitution_copy.may_invent_missing_text | constitution_copy.may_replace_canonical_source | constitution_copy.read_only | constitution_copy.source_hash | constitution_copy.source_version | pdc_id | principles_copy | principles_copy.canonical_source_path | principles_copy.copy_status | principles_copy.exact_copy_required | principles_copy.may_invent_missing_text | principles_copy.may_replace_canonical_source | principles_copy.read_only | principles_copy.source_hash | principles_copy.source_version | status | uuid | version,,f42a39cfd02d938c97b48a61bc60769839d8161aebf160c630c81df2d3c31b0e
SPIRIT-LOCAL-FOREST-RECOVERY,1,0.1.0,SPIRIT-LOCAL-FOREST-RECOVERY-Working-Draft-0.1.yaml,working-draft,69,40,40,0,authority | availability | belongs_to | canonical_path | cedar_recovery | communicates_through | component_type | failure_escalation | logging | pdc_id | protected_operations | status | uuid | version,,authority | authority.independent_of_trees | authority.may_recover_all_authorized_trees | authority.may_recover_cedar | authority.tree_may_approve_own_recovery | authority.tree_may_certify_own_replacement | authority.tree_may_rewrite_recovery_policy | authority.user_is_final_authority | availability | availability.available_in_tree_only_installation | availability.requires_complete_forest | belongs_to | canonical_path | cedar_recovery | cedar_recovery.cedar_may_approve_recovery_source | cedar_recovery.cedar_may_certify_recovery | cedar_recovery.cedar_may_select_recovery_source | cedar_recovery.cedar_may_self_contain_when_able | cedar_recovery.cedar_may_signal_emergency | cedar_recovery.primary_controller | cedar_recovery.response_order | cedar_recovery.response_order[] | communicates_through | component_type | failure_escalation | failure_escalation.cherry_candidate_requires_independent_verification | failure_escalation.final_fallback | failure_escalation.offer | failure_escalation.offer[] | failure_escalation.stop_after_configured_attempt_limit | logging | logging.never_log_tar_sap_contents | logging.preserve_failure_history | logging.tamper_evident | pdc_id | protected_operations | protected_operations[] | status | uuid | version,,01b2b7570acecc364c0089ac23b6c5132aa78c3e1cb636a40bcb8468f9f95acd
SPIRIT-LOCAL-FOREST-RECOVERY,2,0.2.0,SPIRIT-LOCAL-FOREST-RECOVERY-Working-Draft-0.2-Sap-Taps.yaml,working-draft,82,51,11,0,sap_taps,,sap_taps | sap_taps.absorbs_forest_sap_steward_responsibilities | sap_taps.combines_former_tap_system | sap_taps.communicates_through | sap_taps.component_type | sap_taps.enabled | sap_taps.fail_closed | sap_taps.manages | sap_taps.manages[] | sap_taps.tree_master_key_ownership | sap_taps.user_is_final_authority,,bbee6baa2dce03b6cd3316744728b7201586593c3444b07ce07a80538d4c95eb
SPIRIT-LOCAL-FOREST-RECOVERY,3,0.3.0,SPIRIT-LOCAL-FOREST-RECOVERY-Working-Draft-0.3-Tools-Seed-Vault.yaml,working-draft,155,99,48,0,governance_copies | seed_vault | tools_menu,,governance_copies | governance_copies.constitution | governance_copies.constitution.canonical_source_required | governance_copies.constitution.may_invent_missing_text | governance_copies.constitution.may_replace_canonical_source | governance_copies.constitution.read_only | governance_copies.principles | governance_copies.principles.canonical_source_required | governance_copies.principles.may_invent_missing_text | governance_copies.principles.may_replace_canonical_source | governance_copies.principles.read_only | seed_vault | seed_vault.capabilities | seed_vault.capabilities[] | seed_vault.cedar_owns_vault | seed_vault.component_type | seed_vault.contents | seed_vault.contents[] | seed_vault.fail_closed | seed_vault.managed_by | seed_vault.recovery_does_not_depend_on_cedar_health | seed_vault.tree_unrestricted_access | seed_vault.user_is_final_authority | tools_menu | tools_menu.enabled | tools_menu.tools | tools_menu.tools.constitution_copy | tools_menu.tools.constitution_copy.exact_verified_copy_required | tools_menu.tools.constitution_copy.may_invent_missing_text | tools_menu.tools.constitution_copy.read_only | tools_menu.tools.emergency_controls | tools_menu.tools.forest_and_tree_command_list | tools_menu.tools.forest_and_tree_command_list.command_count | tools_menu.tools.forest_and_tree_command_list.generated_from_canonical_command_blocks | tools_menu.tools.forest_and_tree_command_list.searchable | tools_menu.tools.forest_and_tree_command_list.shows_source_and_permissions | tools_menu.tools.forest_compass | tools_menu.tools.forest_map | tools_menu.tools.help_menu | tools_menu.tools.local_forest_recovery | tools_menu.tools.principles_copy | tools_menu.tools.principles_copy.exact_verified_copy_required | tools_menu.tools.principles_copy.may_invent_missing_text | tools_menu.tools.principles_copy.read_only | tools_menu.tools.sap_taps | tools_menu.tools.seed_vault | tools_menu.tools.tool_status_and_diagnostics | tools_menu.user_is_final_authority,,eec061ba17564a7e8dc9a00c1dcd10ab97c7a719a1e6edf204b623216f6e6a65
SPIRIT-LOCAL-FOREST-RECOVERY,4,0.4.0,SPIRIT-LOCAL-FOREST-RECOVERY-Working-Draft-0.4-Forest-Fire-Potted-Mode.yaml,working-draft,203,129,30,0,forest_fire | potted_mode,,forest_fire | forest_fire.automatic_detection | forest_fire.automatic_detection.cedar_may_enter_fire_watch | forest_fire.automatic_detection.destructive_phase_automatic | forest_fire.automatic_detection.ordinary_repair_attempts_required | forest_fire.automatic_detection.warn_about_proceeding_and_not_proceeding | forest_fire.confirmations | forest_fire.confirmations.count | forest_fire.confirmations.first | forest_fire.confirmations.second | forest_fire.confirmations.tree_or_automation_may_confirm_for_user | forest_fire.destructive_sequence | forest_fire.destructive_sequence[] | forest_fire.enabled | forest_fire.manual_entry | forest_fire.outside_confirmed_forest_scope | forest_fire.physical_fire_or_hardware_destruction | forest_fire.preparation | forest_fire.preparation[] | forest_fire.type | potted_mode | potted_mode.handoff_then_complete_potted_shutdown | potted_mode.rescue_gate_available_in_soil | potted_mode.simultaneous_potted_and_forest_identity | potted_mode.supported_trees | potted_mode.supported_trees[] | potted_mode.tree_presence_lease | tools_menu.tools.cedar_emergency_tools | tools_menu.tools.cedar_emergency_tools.contains | tools_menu.tools.cedar_emergency_tools.contains[],,16573303c2921f6f44939144468ef38fc853f11a3be05615c11853325077ab44
SPIRIT-LOCAL-FOREST-RECOVERY,5,0.5.0,SPIRIT-LOCAL-FOREST-RECOVERY-Working-Draft-0.5-Logs-Log-Cabin-CLI.yaml,working-draft,257,161,32,0,logs,,forest_fire.command_prompt | forest_fire.command_prompt.cedar | forest_fire.command_prompt.cedar[] | forest_fire.command_prompt.cherry | forest_fire.command_prompt.cherry[] | forest_fire.command_prompt.command_is_confirmation | forest_fire.command_prompt.force_or_yes_bypass | forest_fire.command_prompt.piped_scripted_or_remote_confirmation | forest_fire.command_prompt.routes_through_spirit_rescue_gate | forest_fire.command_prompt.same_double_confirmation | forest_fire.fireproof_recovery_includes | forest_fire.fireproof_recovery_includes[] | logs | logs.automatic_leaf_litter | logs.default_name_pattern | logs.default_organization | logs.examples | logs.examples[] | logs.more_persistent_than_sturdy_leaves | logs.oil_supported | logs.payload_default | logs.solid_material | logs.tar_supported | tools_menu.tools.log_cabin | tools_menu.tools.log_cabin.contains | tools_menu.tools.log_cabin.contains[] | tools_menu.tools.log_cabin.default_payload_protection | tools_menu.tools.log_cabin.fireproof_recovery_required_when_safe | tools_menu.tools.log_cabin.managed_by | tools_menu.tools.log_cabin.oil_supported | tools_menu.tools.log_cabin.organizes_by_tree_of_origin_by_default | tools_menu.tools.log_cabin.tar_supported,,ea861ff9973bd5b0ea51b7b783f4fe15ef6542c3db95ee633b2176b0adf5bfcf
SPIRIT-LOCAL-FOREST-RECOVERY,6,0.6.0,SPIRIT-LOCAL-FOREST-RECOVERY-Working-Draft-0.6-Gardens-Log-Cabins.yaml,working-draft,277,182,27,6,garden | log_cabin,,garden | garden.definition | garden.forest_canopy_connectivity_currently_available | garden.forest_canopy_connectivity_intended_future_feature | garden.full_mycelium | garden.fully_interconnected_forest | garden.personal_canopy | garden.potted_sycamore_available | garden.shared_roots | log_cabin | log_cabin.cedar_door | log_cabin.cedar_door.alert_on_every_detectable_interaction | log_cabin.cedar_door.as_soon_as_soil_reports | log_cabin.cedar_door.protected_content_read_automatically | log_cabin.cedar_door.required | log_cabin.external_drive_hot_plug | log_cabin.may_appear_or_vanish | log_cabin.multiple | log_cabin.seed_vault_nested_inside | log_cabin.sudden_yank_supported | log_cabin.with_cabin | log_cabin.without_cabin | tools_menu.tools.log_cabin.cedar_door_required | tools_menu.tools.log_cabin.dynamic_attach_and_removal | tools_menu.tools.log_cabin.multiple_cabins | tools_menu.tools.log_cabin.organizes_by_tree_of_origin | tools_menu.tools.log_cabin.seed_vault_nested_inside,tools_menu.tools.log_cabin.default_payload_protection | tools_menu.tools.log_cabin.fireproof_recovery_required_when_safe | tools_menu.tools.log_cabin.oil_supported | tools_menu.tools.log_cabin.organizes_by_tree_of_origin_by_default | tools_menu.tools.log_cabin.tar_supported | tools_menu.tools.seed_vault,bf630ff7fdf9c022feb19cacaeec09126bb9516941a50b5fd810651b4801ddd8
SPIRIT-LOCAL-FOREST-RECOVERY,7,0.7.0,SPIRIT-LOCAL-FOREST-RECOVERY-Working-Draft-0.7-Cabin-Guard-Encryption.yaml,working-draft,296,201,19,0,,,log_cabin.cabin_tap | log_cabin.cabin_tap.automatic_downgrade | log_cabin.cabin_tap.may_manage_complete_forest_taps | log_cabin.cabin_tap.may_tar_logs | log_cabin.cabin_tap.portable_subset_of_sap_taps | log_cabin.cabin_tap.works_without_complete_forest | log_cabin.standalone_cedar_cabin_guard | log_cabin.standalone_cedar_cabin_guard.full_spirit_replacement | log_cabin.standalone_cedar_cabin_guard.handoff_to_spirit_when_forest_returns | log_cabin.standalone_cedar_cabin_guard.tree | log_cabin.standalone_cedar_cabin_guard.user_is_final_authority | log_cabin.standalone_cedar_cabin_guard.works_without_forest_installed_or_running | log_cabin.standard_encryption | log_cabin.standard_encryption.automatically_log | log_cabin.standard_encryption.automatically_sap | log_cabin.standard_encryption.automatically_seed_vault | log_cabin.standard_encryption.automatically_tar | log_cabin.standard_encryption.non_forest_data_supported | log_cabin.standard_encryption.result,,1676fd8276e365c1e050edbdea09bfb3e151b337236fe00359a5e3edece07000
SPIRIT-LOG-CABIN,1,0.1.0,SPIRIT-LOG-CABIN-Working-Draft-0.1.yaml,working-draft,63,30,30,0,canonical_path | component | fireproof-recovery | organization | pdc_id | protection | records | status | uuid | version,,canonical_path | component | component.belongs_to | component.name | component.type | component.user-is-final-authority | fireproof-recovery | fireproof-recovery.include-log-cabin-records | fireproof-recovery.include-logs | fireproof-recovery.preserve-tree-origin-organization | fireproof-recovery.restore-before-ordinary-durable-leaves | organization | organization.alternate-filters | organization.alternate-filters[] | organization.default | organization.default-log-name | pdc_id | protection | protection.cedar-oil-supported | protection.multiple-verified-index-copies | protection.sap-taps-enforced | protection.tar-supported | records | records.payload-default | records.solid-material | records.types | records.types[] | status | uuid | version,,36544a1bb14e448ea62ebee0edc76d8f5d81028a4871fce6b1f922bfba44e754
SPIRIT-LOG-CABIN,2,0.2.0,SPIRIT-LOG-CABIN-Working-Draft-0.2-Cedar-Door.yaml,working-draft,113,59,29,0,availability | cedar_door | recovery,,availability | availability.external_drive_hot_plug | availability.may_appear_or_vanish | availability.missing_cabin_is_absent_not_deleted | availability.orderly_eject | availability.pending_writes_may_be_held_locally | availability.sudden_yank | availability.verify_on_return | availability.writes_stop_when_missing | cedar_door | cedar_door.alert_every_detectable_interaction | cedar_door.event_source | cedar_door.events | cedar_door.events[] | cedar_door.may_observe_metadata_without_reading_protected_contents | cedar_door.required_for_every_cabin | component.multiple_instances_supported | component.seed_vault_nested_inside | recovery | recovery.with_available_cabin | recovery.with_available_cabin.skip_absent_cabins_and_report | recovery.with_available_cabin.use_cabin_records | recovery.with_available_cabin.use_cedar_salvage | recovery.with_available_cabin.use_logs | recovery.with_available_cabin.use_seeds_and_seed_packages | recovery.without_available_cabin | recovery.without_available_cabin.cedar_responsible | recovery.without_available_cabin.local_storage_is_seed_vault | recovery.without_available_cabin.use_approved_local_soil,,425d7b2ab55dc2e0fbaab6a7f0d1ff292cc90ac0438d3489b347d4b9376b3afb
SPIRIT-LOG-CABIN,3,0.3.0,SPIRIT-LOG-CABIN-Working-Draft-0.3-Potted-Cedar-Encryption.yaml,working-draft,140,86,27,0,cabin_tap | standalone_access | standard_encryption,,cabin_tap | cabin_tap.automatic_downgrade | cabin_tap.may_manage_complete_forest_taps | cabin_tap.may_tar_logs_in_potted_mode | cabin_tap.minimum_safe_receipts | cabin_tap.portable_subset_of_spirit_sap_taps | cabin_tap.protected_key_references | standalone_access | standalone_access.forest_required | standalone_access.handoff_when_forest_returns | standalone_access.may_access_authorized_logs_and_files | standalone_access.may_oil | standalone_access.may_operate_cedar_doors | standalone_access.may_quarantine | standalone_access.potted_cedar_cabin_guard | standalone_access.user_is_final_authority | standard_encryption | standard_encryption.automatically_log | standard_encryption.automatically_sap | standard_encryption.automatically_seed_vault | standard_encryption.automatically_tar | standard_encryption.automatically_tree_data | standard_encryption.for_non_forest_data | standard_encryption.ordinary_file_encryption | standard_encryption.raw_recovery_secret_retained_by_cedar | standard_encryption.result | standard_encryption.supported,,b06170d41ea487160ccceea63bb3bf34bc80504000531aea58e76a75c7177807
SPIRIT-SAP-TAPS,1,0.1.0,SPIRIT-SAP-TAPS-Working-Draft-0.1.yaml,working-draft,96,59,59,0,absorption | authority | canonical_path | component | moss_gate | pdc_id | responsibilities | status | tap_types | tar | tree_interactions | uuid | version,,absorption | absorption.modes | absorption.modes.deny | absorption.modes.download | absorption.modes.drink | absorption.modes.sip | absorption.modes.wash-over | absorption.separate_from | absorption.separate_from[] | authority | authority.final_authority | authority.trees_may_override_user_policy | authority.trees_may_request_or_recommend | authority.unrestricted_master_keys_held_by_tree | canonical_path | component | component.belongs_to | component.combines | component.combines[] | component.communicates_through | component.name | component.type | moss_gate | moss_gate.controls | moss_gate.controls[] | moss_gate.moss_is_fluid | moss_gate.moss_is_solid_material | pdc_id | responsibilities | responsibilities[] | status | tap_types | tap_types.sap | tap_types.sap.preserve-queued-fluid-when-locked | tap_types.sap.protected | tap_types.syrup | tap_types.syrup.maple-output | tap_types.syrup.molasses-local-maple-only | tap_types.tar | tap_types.tar.automatic-downgrade | tap_types.tar.local-forest-only | tap_types.tar.user-unlock-or-approved-emergency-policy | tap_types.water | tap_types.water.independently-controlled | tar | tar.sycamore-blocks-cross-forest | tar.tar-moss-local-only | tar.tar-sap-local-only | tar.tree-automatic-downgrade | tar.user_managed | tree_interactions | tree_interactions.cedar | tree_interactions.cedar.role | tree_interactions.maple | tree_interactions.maple.role | tree_interactions.sycamore | tree_interactions.sycamore.role | uuid | version,,f04eca0ae3ecfea3f5ec3a2704c39cfcda177b3f37bf0dd24459356a30197341
SPIRIT-SAP-TAPS,2,0.2.0,SPIRIT-SAP-TAPS-Working-Draft-0.2-Tools-Menu.yaml,working-draft,97,65,6,0,tools_menu,,tools_menu | tools_menu.belongs_to | tools_menu.listed | tools_menu.menu_name | tools_menu.opens | tools_menu.opens[],,a1c122e976f686d49bf01a2e1116723a755fbcbb04b523fea415a8dfc4d6aa6d
SPIRIT-SAP-TAPS,3,0.3.0,SPIRIT-SAP-TAPS-Working-Draft-0.3-Log-Controls.yaml,working-draft,113,73,8,0,log_management,,log_management | log_management.automatic_downgrade | log_management.logs_are_solid_material | log_management.oil_requested_from_cedar | log_management.payload_default | log_management.tar_applied_by_spirit | log_management.user_controls | log_management.user_controls[],,2463d2e22985b22078b5fcb77d6d00bcc27bd78434f41ba4110a7093b253c43d
SPIRIT-SAP-TAPS,4,0.4.0,SPIRIT-SAP-TAPS-Working-Draft-0.4-Cabin-Tap.yaml,working-draft,127,87,14,0,cabin_tap | standard_encryption,,cabin_tap | cabin_tap.automatic_downgrade | cabin_tap.may_manage_complete_forest | cabin_tap.may_tar_logs | cabin_tap.purpose | cabin_tap.state_handoff_to_spirit | cabin_tap.used_by | cabin_tap.verification_required_on_handoff | standard_encryption | standard_encryption.automatic_sap | standard_encryption.automatic_tar | standard_encryption.ordinary_encrypted_file | standard_encryption.outside_sap_taps_classification_by_default | standard_encryption.separate_conversion_required,,310609dc5f15eda8d2e1cad47d23029be0ab9c9e976f1630f130b013200b7939
SPIRIT-SEED-VAULT,1,0.1.0,SPIRIT-SEED-VAULT-Working-Draft-0.1.yaml,working-draft,79,43,43,0,access | canonical_path | component | contents | management | pdc_id | protection | recovery | status | uuid | version,,access | access.minimum_necessary_access | access.protected_references_supported | access.temporary_capabilities_supported | access.unrestricted_tree_access | canonical_path | component | component.belongs_to | component.leaf_litter | component.name | component.tree_or_ai | component.type | component.user_is_final_authority | contents | contents.allowed | contents.allowed[] | management | management.capabilities | management.capabilities[] | management.fail_closed_when_unverified | management.silent_verified_package_replacement | pdc_id | protection | protection.approved_redundant_backups | protection.depends_on_cedar_health | protection.encryption_at_rest | protection.integrity_schedules | protection.offline_recovery_copies | protection.protected_key_references | protection.quarantine | protection.recovery_testing | protection.revocation | protection.separate_index_and_package_storage | protection.tamper_evident_manifests | protection.user_controlled_export | protection.version_history | recovery | recovery.compromised_tree_may_certify_own_replacement | recovery.primary_package_source_for_local_forest_recovery | recovery.spirit_independent_verification_required | status | uuid | version,,73afd18e65ca674cea9558154af8f8c40301f431ba89d39a498865ab4c064817
SPIRIT-SEED-VAULT,2,0.2.0,SPIRIT-SEED-VAULT-Working-Draft-0.2-Forest-Fire.yaml,working-draft,83,50,7,0,forest_fire,,forest_fire | forest_fire.accept_cherry_bonsai | forest_fire.accept_emergency_propagules | forest_fire.accept_fireproof_recovery_sets | forest_fire.automatic_activation_of_uncertain_material | forest_fire.primary_preservation_store | forest_fire.quarantine_uncertain_material,,40a972095a0314cfcee09916563bb8b27ff0ede22f25516a5c970150de30ae0d
SPIRIT-SEED-VAULT,3,0.3.0,SPIRIT-SEED-VAULT-Working-Draft-0.3-Inside-Log-Cabin.yaml,working-draft,94,61,11,0,cabinless_mode | multiple_vaults,,cabinless_mode | cabinless_mode.cedar_may_hold_temporary_local_recovery_packages | cabinless_mode.offer_migration_when_cabin_returns | cabinless_mode.seed_vault_available | cabinless_mode.temporary_local_storage_is_seed_vault | component.location | component.top_level_spirit_tool | multiple_vaults | multiple_vaults.absent_cabin_packages_unavailable_not_deleted | multiple_vaults.federated_index | multiple_vaults.one_per_cabin_supported,,0e3701e9cff5c468abf5e147ca57e777dcfa8d736aa6b573734a2715ca91e287
SPIRIT-TOOLS-MENU,1,0.1.0,SPIRIT-TOOLS-MENU-Working-Draft-0.1.yaml,working-draft,41,26,26,0,canonical_path | command_list | component | governance | pdc_id | status | tools | uuid | version,,canonical_path | command_list | command_list.command_count | command_list.deduplicate_exact_commands | command_list.generated_from_canonical_command_blocks | command_list.group_by_first_canonical_source | command_list.may_invent_commands | command_list.searchable | component | component.ai_or_tree | component.belongs_to | component.name | component.type | component.user_is_final_authority | governance | governance.constitution_copy_read_only | governance.copies_replace_canonical_roots | governance.exact_verified_copies_required | governance.principles_copy_read_only | governance.spirit_may_invent_missing_text | pdc_id | status | tools | tools[] | uuid | version,,de2a879c67109cf9e9aaf935c84552989b4db88a672b401075d576fe4275a7f1
SPIRIT-TOOLS-MENU,2,0.2.0,SPIRIT-TOOLS-MENU-Working-Draft-0.2-Cedar-Emergency-Tools.yaml,working-draft,48,31,5,0,cedar_emergency_tools,,cedar_emergency_tools | cedar_emergency_tools.contains | cedar_emergency_tools.contains[] | cedar_emergency_tools.forest_fire_double_confirmation | command_list.includes_all_forest_and_tree_commands,,e6288b46d1540079bbef3ab05d8b6ae85c88b76ac64683390da84c265957a363
SPIRIT-TOOLS-MENU,3,0.3.0,SPIRIT-TOOLS-MENU-Working-Draft-0.3-Log-Cabin.yaml,working-draft,55,37,6,0,log_cabin,,log_cabin | log_cabin.default_log_name | log_cabin.fireproof_recovery | log_cabin.managed_by | log_cabin.oil_and_tar_controls | log_cabin.organize_by_tree_of_origin,,5fb478b7ff7ec43ec38cb42568980001b5bce04f969b64726d990de3a4abf1fe
SPIRIT-TOOLS-MENU,4,0.4.0,SPIRIT-TOOLS-MENU-Working-Draft-0.4-Cabin-Seed-Vault.yaml,working-draft,55,38,4,3,,,log_cabin.cedar_door | log_cabin.dynamic_attach_and_removal | log_cabin.multiple | log_cabin.seed_vault_nested_inside,log_cabin.default_log_name | log_cabin.fireproof_recovery | log_cabin.oil_and_tar_controls,e34f42531baa96ed6d52906640e802fb0b4d5e7aa15835d15f77d9e71264c52f
SPIRIT-TOOLS-MENU,5,0.5.0,SPIRIT-TOOLS-MENU-Working-Draft-0.5-Cabin-Guard.yaml,working-draft,59,42,4,0,,,log_cabin.cabin_tap | log_cabin.cedar_cabin_guard | log_cabin.standard_encryption | log_cabin.works_without_forest,,e88d41956aaadfa6026f7a9986b3276ea243b301549dd4ed5eb2ff8620c993a7
